ClientNode,ServerNode,StartsAt,StopsAt,VideoId,LinkCapacity,ScreenWidth,ScreenHeight
57,145,2,60,0,3337,800,480
58,145,2,60,0,3337,800,480
59,145,2,60,0,3337,800,480
60,145,2,60,0,3337,800,480
61,145,2,60,0,3337,800,480
62,145,2,60,0,3337,800,480
63,145,2,60,0,3337,800,480
64,145,2,60,0,3337,800,480
65,145,2,60,0,3337,800,480
66,145,2,60,0,3337,800,480
67,145,2,60,0,3337,800,480
68,145,2,60,0,3337,800,480
69,145,2,60,0,3337,800,480
70,145,2,60,0,3337,800,480
71,145,2,60,0,3337,800,480
72,145,2,60,0,3337,800,480
73,145,2,60,0,3337,800,480
74,145,2,60,0,3337,800,480
75,145,2,60,0,3337,800,480
76,145,2,60,0,3337,800,480
77,145,2,60,0,3337,800,480
78,145,2,60,0,3337,800,480
79,145,2,60,0,3337,800,480
80,145,2,60,0,3337,800,480
81,145,2,60,0,3337,800,480
82,145,2,60,0,3337,800,480
83,145,2,60,0,3337,800,480
84,145,2,60,0,3337,800,480
85,145,2,60,0,3337,800,480
86,145,2,60,0,3337,800,480
87,145,2,60,0,3337,800,480
88,145,2,60,0,3337,800,480
89,145,2,60,0,3337,800,480
90,145,2,60,0,3337,800,480
91,145,2,60,0,3337,800,480
92,145,2,60,0,3337,800,480
93,145,2,60,0,3337,800,480
94,145,2,60,0,3337,800,480
95,145,2,60,0,3337,800,480
96,145,2,60,0,3337,800,480
97,145,2,60,0,3337,800,480
98,145,2,60,0,3337,800,480
99,145,2,60,0,3337,800,480
100,145,2,60,0,3337,800,480
101,145,2,60,0,3337,800,480
102,145,2,60,0,3337,800,480
103,145,2,60,0,3337,800,480
104,145,2,60,0,3337,800,480
105,145,2,60,0,3337,800,480
106,145,2,60,0,3337,800,480
107,145,2,60,0,3337,800,480
108,145,2,60,0,3337,800,480
109,145,2,60,0,3337,800,480
110,145,2,60,0,3337,800,480
111,145,2,60,0,3337,800,480
112,145,2,60,0,3337,800,480
113,145,2,60,0,3337,800,480
114,145,2,60,0,3337,800,480
115,145,2,60,0,3337,800,480
116,145,2,60,0,3337,800,480
117,145,2,60,0,3337,800,480
118,145,2,60,0,3337,800,480
119,145,2,60,0,3337,800,480
120,145,2,60,0,3337,800,480
121,145,2,60,0,3337,800,480
122,145,2,60,0,3337,800,480
123,145,2,60,0,3337,800,480
124,145,2,60,0,3337,800,480
125,145,2,60,0,3337,800,480
126,145,2,60,0,3337,800,480
127,145,2,60,0,3337,800,480
128,145,2,60,0,3337,800,480
129,145,2,60,0,3337,800,480
130,145,2,60,0,3337,800,480
131,145,2,60,0,3337,800,480
132,145,2,60,0,3337,800,480
133,145,2,60,0,3337,800,480
134,145,2,60,0,3337,800,480
135,145,2,60,0,3337,800,480
136,145,2,60,0,3337,800,480
137,145,2,60,0,3337,800,480
138,145,2,60,0,3337,800,480
139,145,2,60,0,3337,800,480
140,145,2,60,0,3337,800,480
141,145,2,60,0,3337,800,480
