Node,StartUpDelay,AvgDownloadRate,StdDownloadRate,AvgBufferLevel,StdBufferLevel,StallEvents,RebufferingRatio,StallLabel,TotalStallingTime,AvgTimeStallingEvents,AvgVideoBitRate,AvgVideoQualityVariation,RSDVideoBitRate,AvgDownloadBitRate,Tinit,Frebuf,Trebuf,MOS
57,4510,1.16993e+06,280757,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.16993e+06,2,1,1,3.2476
58,4510,1.15388e+06,280951,4.42857,1.23718,0,0,NoStalling,0,0,1015.64,75.84,34.5462,1.15388e+06,2,1,1,3.2476
59,4510,1.16829e+06,280250,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.16829e+06,2,1,1,3.2476
60,4518,1.16993e+06,280757,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.16993e+06,2,1,1,3.2476
61,0,0,0,0,0,0,0,NoStalling,0,0,0,0,0,0,3,1,1,3.1804
62,0,0,0,0,0,0,0,NoStalling,0,0,0,0,0,0,3,1,1,3.1804
63,4517,1.00301e+06,239017,4.42857,1.34771,0,0,NoStalling,0,0,875.5,32.24,32.7764,1.00301e+06,2,1,1,3.2476
64,4518,1.11093e+06,271711,4.92857,1.3609,0,0,NoStalling,0,0,953.357,110.72,34.7635,1.11093e+06,2,1,1,3.2476
65,4524,1.01933e+06,247417,4.92857,1.3609,0,0,NoStalling,0,0,883.786,49.68,34.322,1.01933e+06,2,1,1,3.2476
66,4517,1.06743e+06,257452,6.64286,2.51018,0,0,NoStalling,0,0,860.643,32.24,33.9034,1.06743e+06,2,1,1,3.2476
67,4510,1.16938e+06,280667,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.16938e+06,2,1,1,3.2476
68,4510,1.16993e+06,280757,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.16993e+06,2,1,1,3.2476
69,4519,1.12712e+06,279824,3.85714,0.742307,0,0,NoStalling,0,0,1007.86,49.68,34.6379,1.12712e+06,2,1,1,3.2476
70,4511,1.16993e+06,280757,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.16993e+06,2,1,1,3.2476
71,4510,1.0351e+06,258251,3.85714,0.742307,0,0,NoStalling,0,0,914.429,49.68,34.1658,1.0351e+06,2,1,1,3.2476
72,4517,1.14746e+06,276563,4.64286,1.31514,0,0,NoStalling,0,0,1015.64,75.84,34.5462,1.14746e+06,2,1,1,3.2476
73,4510,1.1692e+06,280643,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.1692e+06,2,1,1,3.2476
74,4510,1.16884e+06,280521,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.16884e+06,2,1,1,3.2476
75,4552,1.04179e+06,272688,5.21429,1.44808,0,0,NoStalling,0,0,890.464,86.04,36.8698,1.04179e+06,2,1,1,3.2476
76,4552,972081,229122,4.35714,1.20161,0,0,NoStalling,0,0,858.893,34.2,34.4635,972081,2,1,1,3.2476
77,4511,1.16953e+06,280657,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.16953e+06,2,1,1,3.2476
78,4511,1.04295e+06,312095,3.85714,0.742307,0,0,NoStalling,0,0,913.143,65.68,35.1673,1.04295e+06,2,1,1,3.2476
79,4512,1.16828e+06,281316,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.16828e+06,2,1,1,3.2476
80,4517,1.16991e+06,280834,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.16991e+06,2,1,1,3.2476
81,4510,1162068,279488,4.14286,1.05946,0,0,NoStalling,0,0,1031.21,58.4,34.3141,1162068,2,1,1,3.2476
82,4517,1155240,278605,4.07143,0.997446,0,0,NoStalling,0,0,1031.71,58.4,35.1395,1155240,2,1,1,3.2476
83,4527,1.04947e+06,263104,4.07143,0.997446,0,0,NoStalling,0,0,922.214,67.12,34.3408,1.04947e+06,2,1,1,3.2476
84,4510,1.16993e+06,280757,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.16993e+06,2,1,1,3.2476
