ClientNode,ServerNode,StartsAt,StopsAt,VideoId,LinkCapacity,ScreenWidth,ScreenHeight
57,345,2,60,0,3337,800,480
58,345,2,60,0,3337,800,480
59,345,2,60,0,3337,800,480
60,345,2,60,0,3337,800,480
61,345,2,60,0,3337,800,480
62,345,2,60,0,3337,800,480
63,345,2,60,0,3337,800,480
64,345,2,60,0,3337,800,480
65,345,2,60,0,3337,800,480
66,345,2,60,0,3337,800,480
67,345,2,60,0,3337,800,480
68,345,2,60,0,3337,800,480
69,345,2,60,0,3337,800,480
70,345,2,60,0,3337,800,480
71,345,2,60,0,3337,800,480
72,345,2,60,0,3337,800,480
73,345,2,60,0,3337,800,480
74,345,2,60,0,3337,800,480
75,345,2,60,0,3337,800,480
76,345,2,60,0,3337,800,480
77,345,2,60,0,3337,800,480
78,345,2,60,0,3337,800,480
79,345,2,60,0,3337,800,480
80,345,2,60,0,3337,800,480
81,345,2,60,0,3337,800,480
82,345,2,60,0,3337,800,480
83,345,2,60,0,3337,800,480
84,345,2,60,0,3337,800,480
85,345,2,60,0,3337,800,480
86,345,2,60,0,3337,800,480
87,345,2,60,0,3337,800,480
88,345,2,60,0,3337,800,480
89,345,2,60,0,3337,800,480
90,345,2,60,0,3337,800,480
91,345,2,60,0,3337,800,480
92,345,2,60,0,3337,800,480
93,345,2,60,0,3337,800,480
94,345,2,60,0,3337,800,480
95,345,2,60,0,3337,800,480
96,345,2,60,0,3337,800,480
97,345,2,60,0,3337,800,480
98,345,2,60,0,3337,800,480
99,345,2,60,0,3337,800,480
100,345,2,60,0,3337,800,480
101,345,2,60,0,3337,800,480
102,345,2,60,0,3337,800,480
103,345,2,60,0,3337,800,480
104,345,2,60,0,3337,800,480
105,345,2,60,0,3337,800,480
106,345,2,60,0,3337,800,480
107,345,2,60,0,3337,800,480
108,345,2,60,0,3337,800,480
109,345,2,60,0,3337,800,480
110,345,2,60,0,3337,800,480
111,345,2,60,0,3337,800,480
112,345,2,60,0,3337,800,480
113,345,2,60,0,3337,800,480
114,345,2,60,0,3337,800,480
115,345,2,60,0,3337,800,480
116,345,2,60,0,3337,800,480
117,345,2,60,0,3337,800,480
118,345,2,60,0,3337,800,480
119,345,2,60,0,3337,800,480
120,345,2,60,0,3337,800,480
121,345,2,60,0,3337,800,480
122,345,2,60,0,3337,800,480
123,345,2,60,0,3337,800,480
124,345,2,60,0,3337,800,480
125,345,2,60,0,3337,800,480
126,345,2,60,0,3337,800,480
127,345,2,60,0,3337,800,480
128,345,2,60,0,3337,800,480
129,345,2,60,0,3337,800,480
130,345,2,60,0,3337,800,480
131,345,2,60,0,3337,800,480
132,345,2,60,0,3337,800,480
133,345,2,60,0,3337,800,480
134,345,2,60,0,3337,800,480
135,345,2,60,0,3337,800,480
136,345,2,60,0,3337,800,480
137,345,2,60,0,3337,800,480
138,345,2,60,0,3337,800,480
139,345,2,60,0,3337,800,480
140,345,2,60,0,3337,800,480
141,345,2,60,0,3337,800,480
142,345,2,60,0,3337,800,480
143,345,2,60,0,3337,800,480
144,345,2,60,0,3337,800,480
145,345,2,60,0,3337,800,480
146,345,2,60,0,3337,800,480
147,345,2,60,0,3337,800,480
