ClientNode,ServerNode,StartsAt,StopsAt,VideoId,LinkCapacity,ScreenWidth,ScreenHeight
57,88,2,60,0,3337,800,480
58,88,2,60,0,3337,800,480
59,88,2,60,0,3337,800,480
60,88,2,60,0,3337,800,480
61,88,2,60,0,3337,800,480
62,88,2,60,0,3337,800,480
63,88,2,60,0,3337,800,480
64,88,2,60,0,3337,800,480
65,88,2,60,0,3337,800,480
66,88,2,60,0,3337,800,480
67,88,2,60,0,3337,800,480
68,88,2,60,0,3337,800,480
69,88,2,60,0,3337,800,480
70,88,2,60,0,3337,800,480
71,88,2,60,0,3337,800,480
72,88,2,60,0,3337,800,480
73,88,2,60,0,3337,800,480
74,88,2,60,0,3337,800,480
75,88,2,60,0,3337,800,480
76,88,2,60,0,3337,800,480
77,88,2,60,0,3337,800,480
78,88,2,60,0,3337,800,480
79,88,2,60,0,3337,800,480
80,88,2,60,0,3337,800,480
81,88,2,60,0,3337,800,480
82,88,2,60,0,3337,800,480
83,88,2,60,0,3337,800,480
84,88,2,60,0,3337,800,480
