ClientNode,ServerNode,StartsAt,StopsAt,VideoId,LinkCapacity,ScreenWidth,ScreenHeight
57,103,2,60,0,3337,800,480
58,103,2,60,0,3337,800,480
59,103,2,60,0,3337,800,480
60,103,2,60,0,3337,800,480
61,103,2,60,0,3337,800,480
62,103,2,60,0,3337,800,480
63,103,2,60,0,3337,800,480
64,103,2,60,0,3337,800,480
65,103,2,60,0,3337,800,480
66,103,2,60,0,3337,800,480
67,103,2,60,0,3337,800,480
68,103,2,60,0,3337,800,480
69,103,2,60,0,3337,800,480
70,103,2,60,0,3337,800,480
71,103,2,60,0,3337,800,480
72,103,2,60,0,3337,800,480
73,103,2,60,0,3337,800,480
74,103,2,60,0,3337,800,480
75,103,2,60,0,3337,800,480
76,103,2,60,0,3337,800,480
77,103,2,60,0,3337,800,480
78,103,2,60,0,3337,800,480
79,103,2,60,0,3337,800,480
80,103,2,60,0,3337,800,480
81,103,2,60,0,3337,800,480
82,103,2,60,0,3337,800,480
83,103,2,60,0,3337,800,480
84,103,2,60,0,3337,800,480
85,103,2,60,0,3337,800,480
86,103,2,60,0,3337,800,480
87,103,2,60,0,3337,800,480
88,103,2,60,0,3337,800,480
89,103,2,60,0,3337,800,480
90,103,2,60,0,3337,800,480
91,103,2,60,0,3337,800,480
92,103,2,60,0,3337,800,480
93,103,2,60,0,3337,800,480
94,103,2,60,0,3337,800,480
95,103,2,60,0,3337,800,480
96,103,2,60,0,3337,800,480
97,103,2,60,0,3337,800,480
98,103,2,60,0,3337,800,480
99,103,2,60,0,3337,800,480
