ClientNode,ServerNode,StartsAt,StopsAt,VideoId,LinkCapacity,ScreenWidth,ScreenHeight
57,131,2,60,0,3337,800,480
58,131,2,60,0,3337,800,480
59,131,2,60,0,3337,800,480
60,131,2,60,0,3337,800,480
61,131,2,60,0,3337,800,480
62,131,2,60,0,3337,800,480
63,131,2,60,0,3337,800,480
64,131,2,60,0,3337,800,480
65,131,2,60,0,3337,800,480
66,131,2,60,0,3337,800,480
67,131,2,60,0,3337,800,480
68,131,2,60,0,3337,800,480
69,131,2,60,0,3337,800,480
70,131,2,60,0,3337,800,480
71,131,2,60,0,3337,800,480
72,131,2,60,0,3337,800,480
73,131,2,60,0,3337,800,480
74,131,2,60,0,3337,800,480
75,131,2,60,0,3337,800,480
76,131,2,60,0,3337,800,480
77,131,2,60,0,3337,800,480
78,131,2,60,0,3337,800,480
79,131,2,60,0,3337,800,480
80,131,2,60,0,3337,800,480
81,131,2,60,0,3337,800,480
82,131,2,60,0,3337,800,480
83,131,2,60,0,3337,800,480
84,131,2,60,0,3337,800,480
85,131,2,60,0,3337,800,480
86,131,2,60,0,3337,800,480
87,131,2,60,0,3337,800,480
88,131,2,60,0,3337,800,480
89,131,2,60,0,3337,800,480
90,131,2,60,0,3337,800,480
91,131,2,60,0,3337,800,480
92,131,2,60,0,3337,800,480
93,131,2,60,0,3337,800,480
94,131,2,60,0,3337,800,480
95,131,2,60,0,3337,800,480
96,131,2,60,0,3337,800,480
97,131,2,60,0,3337,800,480
98,131,2,60,0,3337,800,480
99,131,2,60,0,3337,800,480
100,131,2,60,0,3337,800,480
101,131,2,60,0,3337,800,480
102,131,2,60,0,3337,800,480
103,131,2,60,0,3337,800,480
104,131,2,60,0,3337,800,480
105,131,2,60,0,3337,800,480
106,131,2,60,0,3337,800,480
107,131,2,60,0,3337,800,480
108,131,2,60,0,3337,800,480
109,131,2,60,0,3337,800,480
110,131,2,60,0,3337,800,480
111,131,2,60,0,3337,800,480
112,131,2,60,0,3337,800,480
113,131,2,60,0,3337,800,480
114,131,2,60,0,3337,800,480
115,131,2,60,0,3337,800,480
116,131,2,60,0,3337,800,480
117,131,2,60,0,3337,800,480
118,131,2,60,0,3337,800,480
119,131,2,60,0,3337,800,480
120,131,2,60,0,3337,800,480
121,131,2,60,0,3337,800,480
122,131,2,60,0,3337,800,480
123,131,2,60,0,3337,800,480
124,131,2,60,0,3337,800,480
125,131,2,60,0,3337,800,480
126,131,2,60,0,3337,800,480
127,131,2,60,0,3337,800,480
