ClientNode,ServerNode,StartsAt,StopsAt,VideoId,LinkCapacity,ScreenWidth,ScreenHeight
57,202,2,60,0,3337,800,480
58,202,2,60,0,3337,800,480
59,202,2,60,0,3337,800,480
60,202,2,60,0,3337,800,480
61,202,2,60,0,3337,800,480
62,202,2,60,0,3337,800,480
63,202,2,60,0,3337,800,480
64,202,2,60,0,3337,800,480
65,202,2,60,0,3337,800,480
66,202,2,60,0,3337,800,480
67,202,2,60,0,3337,800,480
68,202,2,60,0,3337,800,480
69,202,2,60,0,3337,800,480
70,202,2,60,0,3337,800,480
71,202,2,60,0,3337,800,480
72,202,2,60,0,3337,800,480
73,202,2,60,0,3337,800,480
74,202,2,60,0,3337,800,480
75,202,2,60,0,3337,800,480
76,202,2,60,0,3337,800,480
77,202,2,60,0,3337,800,480
78,202,2,60,0,3337,800,480
79,202,2,60,0,3337,800,480
80,202,2,60,0,3337,800,480
81,202,2,60,0,3337,800,480
82,202,2,60,0,3337,800,480
83,202,2,60,0,3337,800,480
84,202,2,60,0,3337,800,480
85,202,2,60,0,3337,800,480
86,202,2,60,0,3337,800,480
87,202,2,60,0,3337,800,480
88,202,2,60,0,3337,800,480
89,202,2,60,0,3337,800,480
90,202,2,60,0,3337,800,480
91,202,2,60,0,3337,800,480
92,202,2,60,0,3337,800,480
93,202,2,60,0,3337,800,480
94,202,2,60,0,3337,800,480
95,202,2,60,0,3337,800,480
96,202,2,60,0,3337,800,480
97,202,2,60,0,3337,800,480
98,202,2,60,0,3337,800,480
99,202,2,60,0,3337,800,480
100,202,2,60,0,3337,800,480
101,202,2,60,0,3337,800,480
102,202,2,60,0,3337,800,480
103,202,2,60,0,3337,800,480
104,202,2,60,0,3337,800,480
105,202,2,60,0,3337,800,480
106,202,2,60,0,3337,800,480
107,202,2,60,0,3337,800,480
108,202,2,60,0,3337,800,480
109,202,2,60,0,3337,800,480
110,202,2,60,0,3337,800,480
111,202,2,60,0,3337,800,480
112,202,2,60,0,3337,800,480
113,202,2,60,0,3337,800,480
114,202,2,60,0,3337,800,480
115,202,2,60,0,3337,800,480
116,202,2,60,0,3337,800,480
117,202,2,60,0,3337,800,480
118,202,2,60,0,3337,800,480
119,202,2,60,0,3337,800,480
120,202,2,60,0,3337,800,480
121,202,2,60,0,3337,800,480
122,202,2,60,0,3337,800,480
123,202,2,60,0,3337,800,480
124,202,2,60,0,3337,800,480
125,202,2,60,0,3337,800,480
126,202,2,60,0,3337,800,480
127,202,2,60,0,3337,800,480
128,202,2,60,0,3337,800,480
129,202,2,60,0,3337,800,480
130,202,2,60,0,3337,800,480
131,202,2,60,0,3337,800,480
132,202,2,60,0,3337,800,480
133,202,2,60,0,3337,800,480
134,202,2,60,0,3337,800,480
135,202,2,60,0,3337,800,480
136,202,2,60,0,3337,800,480
137,202,2,60,0,3337,800,480
138,202,2,60,0,3337,800,480
139,202,2,60,0,3337,800,480
140,202,2,60,0,3337,800,480
141,202,2,60,0,3337,800,480
142,202,2,60,0,3337,800,480
143,202,2,60,0,3337,800,480
144,202,2,60,0,3337,800,480
145,202,2,60,0,3337,800,480
146,202,2,60,0,3337,800,480
147,202,2,60,0,3337,800,480
148,202,2,60,0,3337,800,480
149,202,2,60,0,3337,800,480
150,202,2,60,0,3337,800,480
151,202,2,60,0,3337,800,480
152,202,2,60,0,3337,800,480
153,202,2,60,0,3337,800,480
154,202,2,60,0,3337,800,480
155,202,2,60,0,3337,800,480
156,202,2,60,0,3337,800,480
157,202,2,60,0,3337,800,480
158,202,2,60,0,3337,800,480
159,202,2,60,0,3337,800,480
160,202,2,60,0,3337,800,480
161,202,2,60,0,3337,800,480
162,202,2,60,0,3337,800,480
163,202,2,60,0,3337,800,480
164,202,2,60,0,3337,800,480
165,202,2,60,0,3337,800,480
166,202,2,60,0,3337,800,480
167,202,2,60,0,3337,800,480
168,202,2,60,0,3337,800,480
169,202,2,60,0,3337,800,480
170,202,2,60,0,3337,800,480
171,202,2,60,0,3337,800,480
172,202,2,60,0,3337,800,480
173,202,2,60,0,3337,800,480
174,202,2,60,0,3337,800,480
175,202,2,60,0,3337,800,480
176,202,2,60,0,3337,800,480
177,202,2,60,0,3337,800,480
178,202,2,60,0,3337,800,480
179,202,2,60,0,3337,800,480
180,202,2,60,0,3337,800,480
181,202,2,60,0,3337,800,480
182,202,2,60,0,3337,800,480
183,202,2,60,0,3337,800,480
184,202,2,60,0,3337,800,480
185,202,2,60,0,3337,800,480
186,202,2,60,0,3337,800,480
187,202,2,60,0,3337,800,480
188,202,2,60,0,3337,800,480
189,202,2,60,0,3337,800,480
190,202,2,60,0,3337,800,480
191,202,2,60,0,3337,800,480
192,202,2,60,0,3337,800,480
193,202,2,60,0,3337,800,480
194,202,2,60,0,3337,800,480
195,202,2,60,0,3337,800,480
196,202,2,60,0,3337,800,480
197,202,2,60,0,3337,800,480
198,202,2,60,0,3337,800,480
