Node,StartUpDelay,AvgDownloadRate,StdDownloadRate,AvgBufferLevel,StdBufferLevel,StallEvents,RebufferingRatio,StallLabel,TotalStallingTime,AvgTimeStallingEvents,AvgVideoBitRate,AvgVideoQualityVariation,RSDVideoBitRate,AvgDownloadBitRate,Tinit,Frebuf,Trebuf,MOS
57,4510,1.16993e+06,280757,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.16993e+06,2,1,1,3.2476
58,4510,1.16993e+06,280757,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.16993e+06,2,1,1,3.2476
59,4517,1.16993e+06,280757,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.16993e+06,2,1,1,3.2476
60,4510,1.16993e+06,280757,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.16993e+06,2,1,1,3.2476
61,4510,1.16993e+06,280757,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.16993e+06,2,1,1,3.2476
62,0,0,0,0,0,0,0,NoStalling,0,0,0,0,0,0,3,1,1,3.1804
63,4510,1.16993e+06,280757,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.16993e+06,2,1,1,3.2476
64,4510,1.16993e+06,280757,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.16993e+06,2,1,1,3.2476
65,4510,1.16993e+06,280757,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.16993e+06,2,1,1,3.2476
66,4510,1.16937e+06,280624,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.16937e+06,2,1,1,3.2476
67,4510,1.16993e+06,280757,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.16993e+06,2,1,1,3.2476
68,4510,1.16993e+06,280757,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.16993e+06,2,1,1,3.2476
69,4510,1.16993e+06,280757,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.16993e+06,2,1,1,3.2476
70,4510,1.16993e+06,280757,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.16993e+06,2,1,1,3.2476
