Node,StartUpDelay,AvgDownloadRate,StdDownloadRate,AvgBufferLevel,StdBufferLevel,StallEvents,RebufferingRatio,StallLabel,TotalStallingTime,AvgTimeStallingEvents,AvgVideoBitRate,AvgVideoQualityVariation,RSDVideoBitRate,AvgDownloadBitRate,Tinit,Frebuf,Trebuf,MOS
57,4510,1.16993e+06,280757,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.16993e+06,2,1,1,3.2476
58,4510,997327,238177,4.14286,1.05946,0,0,NoStalling,0,0,875.5,32.24,32.7764,997327,2,1,1,3.2476
59,4510,1.16974e+06,280705,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.16974e+06,2,1,1,3.2476
60,4510,1.16993e+06,280757,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.16993e+06,2,1,1,3.2476
61,4510,1.04977e+06,263546,3.85714,0.742307,0,0,NoStalling,0,0,930,67.12,34.4864,1.04977e+06,2,1,1,3.2476
62,0,0,0,0,0,0,0,NoStalling,0,0,0,0,0,0,3,1,1,3.1804
63,4517,1.16993e+06,280757,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.16993e+06,2,1,1,3.2476
64,4524,1.03546e+06,260269,4.28571,1.16058,0,0,NoStalling,0,0,915.143,49.68,35.7905,1.03546e+06,2,1,1,3.2476
65,4552,1.0744e+06,278440,4.85714,1.35526,0,0,NoStalling,0,0,952.321,42.92,36.7164,1.0744e+06,2,1,1,3.2476
66,4510,1.05921e+06,265730,4.21429,1.11346,0,0,NoStalling,0,0,930,67.12,34.4864,1.05921e+06,2,1,1,3.2476
67,4552,1.07457e+06,278510,4.85714,1.35526,0,0,NoStalling,0,0,952.321,42.92,36.7164,1.07457e+06,2,1,1,3.2476
68,4510,1.16993e+06,280757,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.16993e+06,2,1,1,3.2476
69,4510,1.16068e+06,278860,4.07143,0.997446,0,0,NoStalling,0,0,1031.21,49.68,34.3141,1.16068e+06,2,1,1,3.2476
70,4510,1.1699e+06,280752,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.1699e+06,2,1,1,3.2476
71,4510,1.13973e+06,281353,3.85714,0.742307,0,0,NoStalling,0,0,1023.43,49.68,34.4378,1.13973e+06,2,1,1,3.2476
72,4511,1.1696e+06,280684,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.1696e+06,2,1,1,3.2476
73,4552,972081,229122,4.35714,1.20161,0,0,NoStalling,0,0,858.893,34.2,34.4635,972081,2,1,1,3.2476
74,4510,997301,238155,4.14286,1.05946,0,0,NoStalling,0,0,875.5,32.24,32.7764,997301,2,1,1,3.2476
75,4517,1.16991e+06,280834,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.16991e+06,2,1,1,3.2476
76,4510,1.16835e+06,280281,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.16835e+06,2,1,1,3.2476
77,4510,1.16993e+06,280757,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.16993e+06,2,1,1,3.2476
78,4510,1169907,280845,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1169907,2,1,1,3.2476
79,4510,1.16993e+06,280757,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.16993e+06,2,1,1,3.2476
80,4517,1.16993e+06,280757,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.16993e+06,2,1,1,3.2476
81,4510,1.16993e+06,280757,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.16993e+06,2,1,1,3.2476
82,4510,1.16993e+06,280757,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.16993e+06,2,1,1,3.2476
83,4510,1.16993e+06,280757,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.16993e+06,2,1,1,3.2476
84,4511,1.16991e+06,280750,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.16991e+06,2,1,1,3.2476
85,4510,1.00035e+06,241799,3.85714,0.742307,0,0,NoStalling,0,0,883.286,49.68,33.1311,1.00035e+06,2,1,1,3.2476
86,4510,1.1699e+06,280752,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.1699e+06,2,1,1,3.2476
87,4510,1.16993e+06,280757,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.16993e+06,2,1,1,3.2476
88,4510,1.16993e+06,280757,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.16993e+06,2,1,1,3.2476
89,4552,972081,229122,4.35714,1.20161,0,0,NoStalling,0,0,858.893,34.2,34.4635,972081,2,1,1,3.2476
90,4510,1.16993e+06,280757,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.16993e+06,2,1,1,3.2476
91,0,0,0,0,0,0,0,NoStalling,0,0,0,0,0,0,3,1,1,3.1804
92,4511,1.16993e+06,280757,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.16993e+06,2,1,1,3.2476
93,4510,1.1699e+06,280752,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.1699e+06,2,1,1,3.2476
94,0,0,0,0,0,0,0,NoStalling,0,0,0,0,0,0,3,1,1,3.1804
95,4510,1.16993e+06,280757,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.16993e+06,2,1,1,3.2476
96,4510,1.16938e+06,280667,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.16938e+06,2,1,1,3.2476
97,4524,1.13666e+06,281930,4.85714,1.35526,0,0,NoStalling,0,0,1008.57,58.4,35.9424,1.13666e+06,2,1,1,3.2476
98,4510,1158829,280162,3.78571,0.817537,0,0,NoStalling,0,0,1039,40.96,34.175,1158829,2,1,1,3.2476
99,4510,1.16991e+06,280748,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.16991e+06,2,1,1,3.2476
100,4510,1.16993e+06,280757,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.16993e+06,2,1,1,3.2476
101,4510,1.16993e+06,280757,3.85714,0.742307,0,0,NoStalling,0,0,1046.79,40.96,34.0213,1.16993e+06,2,1,1,3.2476
102,4552,1.0744e+06,278440,4.85714,1.35526,0,0,NoStalling,0,0,952.321,42.92,36.7164,1.0744e+06,2,1,1,3.2476
