ClientNode,ServerNode,StartsAt,StopsAt,VideoId,LinkCapacity,ScreenWidth,ScreenHeight
57,160,2,60,0,3337,800,480
58,160,2,60,0,3337,800,480
59,160,2,60,0,3337,800,480
60,160,2,60,0,3337,800,480
61,160,2,60,0,3337,800,480
62,160,2,60,0,3337,800,480
63,160,2,60,0,3337,800,480
64,160,2,60,0,3337,800,480
65,160,2,60,0,3337,800,480
66,160,2,60,0,3337,800,480
67,160,2,60,0,3337,800,480
68,160,2,60,0,3337,800,480
69,160,2,60,0,3337,800,480
70,160,2,60,0,3337,800,480
71,160,2,60,0,3337,800,480
72,160,2,60,0,3337,800,480
73,160,2,60,0,3337,800,480
74,160,2,60,0,3337,800,480
75,160,2,60,0,3337,800,480
76,160,2,60,0,3337,800,480
77,160,2,60,0,3337,800,480
78,160,2,60,0,3337,800,480
79,160,2,60,0,3337,800,480
80,160,2,60,0,3337,800,480
81,160,2,60,0,3337,800,480
82,160,2,60,0,3337,800,480
83,160,2,60,0,3337,800,480
84,160,2,60,0,3337,800,480
85,160,2,60,0,3337,800,480
86,160,2,60,0,3337,800,480
87,160,2,60,0,3337,800,480
88,160,2,60,0,3337,800,480
89,160,2,60,0,3337,800,480
90,160,2,60,0,3337,800,480
91,160,2,60,0,3337,800,480
92,160,2,60,0,3337,800,480
93,160,2,60,0,3337,800,480
94,160,2,60,0,3337,800,480
95,160,2,60,0,3337,800,480
96,160,2,60,0,3337,800,480
97,160,2,60,0,3337,800,480
98,160,2,60,0,3337,800,480
99,160,2,60,0,3337,800,480
100,160,2,60,0,3337,800,480
101,160,2,60,0,3337,800,480
102,160,2,60,0,3337,800,480
103,160,2,60,0,3337,800,480
104,160,2,60,0,3337,800,480
105,160,2,60,0,3337,800,480
106,160,2,60,0,3337,800,480
107,160,2,60,0,3337,800,480
108,160,2,60,0,3337,800,480
109,160,2,60,0,3337,800,480
110,160,2,60,0,3337,800,480
111,160,2,60,0,3337,800,480
112,160,2,60,0,3337,800,480
113,160,2,60,0,3337,800,480
114,160,2,60,0,3337,800,480
115,160,2,60,0,3337,800,480
116,160,2,60,0,3337,800,480
117,160,2,60,0,3337,800,480
118,160,2,60,0,3337,800,480
119,160,2,60,0,3337,800,480
120,160,2,60,0,3337,800,480
121,160,2,60,0,3337,800,480
122,160,2,60,0,3337,800,480
123,160,2,60,0,3337,800,480
124,160,2,60,0,3337,800,480
125,160,2,60,0,3337,800,480
126,160,2,60,0,3337,800,480
127,160,2,60,0,3337,800,480
128,160,2,60,0,3337,800,480
129,160,2,60,0,3337,800,480
130,160,2,60,0,3337,800,480
131,160,2,60,0,3337,800,480
132,160,2,60,0,3337,800,480
133,160,2,60,0,3337,800,480
134,160,2,60,0,3337,800,480
135,160,2,60,0,3337,800,480
136,160,2,60,0,3337,800,480
137,160,2,60,0,3337,800,480
138,160,2,60,0,3337,800,480
139,160,2,60,0,3337,800,480
140,160,2,60,0,3337,800,480
141,160,2,60,0,3337,800,480
142,160,2,60,0,3337,800,480
143,160,2,60,0,3337,800,480
144,160,2,60,0,3337,800,480
145,160,2,60,0,3337,800,480
146,160,2,60,0,3337,800,480
147,160,2,60,0,3337,800,480
148,160,2,60,0,3337,800,480
149,160,2,60,0,3337,800,480
150,160,2,60,0,3337,800,480
151,160,2,60,0,3337,800,480
152,160,2,60,0,3337,800,480
153,160,2,60,0,3337,800,480
154,160,2,60,0,3337,800,480
155,160,2,60,0,3337,800,480
156,160,2,60,0,3337,800,480
